category,product_name,price,sales_point,product_code,variation_text,ec_url,image_url
収納,Woody Prime Cherry 木製ミニワゴン,33290,★折りたたみ式で使わない時は省スペース収納\n★引き出し付きで小物が迷子にならない設計\n★キッチン脇やデスク横のサブ収納に最適,xbqt0021,チェリー材 · 幅63×奥行40×高さ56,https://caguuu.com/products/xb0202,https://img.myshopline.com/image/store/1726464192427/xbqt0021.jpg?w=1000&h=1000
チェア,Woody Prime Cherry ナチュラル風チェリーウッドダイニングチェア,43690,★人間工学の背もたれで長時間でも疲れにくい\n★オーク材フレームでぐらつきにくい安定感\n★ダイニングも在宅ワークも両対応の一脚,xbyl0008,チェリー材 · ラウンド脚 · 幅47×奥行50×高さ80,https://caguuu.com/products/xb0136?sku=18068217744379407745844095,https://img.myshopline.com/image/store/1726464192427/xbyl0008.jpg?w=1000&h=1000
チェア,調整式レザーオフィスチェア,85490,★座面高を89.5〜95.5cmで体格に合わせ調整\n★本革(接触面)／PUから選べ、質感もコスパも両立\n★アルミ脚＋360°キャスターで移動がスムーズ,uf002501025001,[A]本革(接触面のみ) · ブラウン · シルバー · 幅72.5×奥行73×高さ89.5-95.5,https://caguuu.com/products/uf002501025,https://img.myshopline.com/image/store/1726464192427/uf002501025001-sku-2.jpeg?w=1000&h=1000
収納,回転式マガジンラック,23090,★回転式で必要な雑誌・小物がサッと取れる\n★無毒無臭ABS樹脂で丈夫、丸み形状で安心\n★360°キャスター付きで移動が片手でラク,uf002410006005,タイプA · イエロー · 幅41.5×奥行43×高さ73,https://caguuu.com/products/uf002410006?sku=18068343889472433784074095,https://img.myshopline.com/image/store/1726464192427/uf002410006005.jpg?w=1000&h=1000
チェア,Woody Selectナチュラルウッドモダンチェア,36290,★円形天板で動線を邪魔しにくい設計\n★マット仕上げで指紋が目立ちにくい\n★ソファ前・ラウンジ空間のアクセントに,inhs2501033001,ベージュ · 幅48×奥行50×高さ79,https://caguuu.com/products/inhs2501033,https://img.myshopline.com/image/store/1726464192427/inhs2501033-type-.jpg?w=800&h=800
収納,Woody Select木製モダンワゴン,82490,★引き出し付きで散らかりやすい小物を整理\n★角丸加工で安全性にも配慮した設計\n★ベッド横やソファ脇の定位置収納に,inhs2501012002,ホワイト · 幅71×奥行35.6×高さ67,https://caguuu.com/products/inhs2501012?sku=18068518657217284059414095,https://img.myshopline.com/image/store/1726464192427/inhs2501012002.jpg?w=1000&h=1000
ソファ,Woody Prime Walnut ウォールナット材 レザー調高級ダウンソファ【カスタマイズ可】,281290,★レザー調生地で高級感とお手入れ性を両立\n★ダウン系クッションでふんわり包まれる座感\n★モジュール式で大型リビングにも柔軟対応,xx002412035002,ブラック · ウォールナット材 · [B]2人掛け・幅180×奥行97×高さ94,https://caguuu.com/products/xx002412035?sku=18068110650099187079284095,https://img.myshopline.com/image/store/1726464192427/xx002412035002.jpg?w=1000&h=1000
収納,モールガラス扉付きオープンウッドラック,62090,★リブガラス扉で埃を防ぎつつ柔らかい印象\n★FAS級チェリー材×オーク材の上質フレーム\n★幅50cmで玄関や書斎の省スペース収納に,xbqt0009,チェリー材 · 幅50×奥行37.5×高さ150,https://caguuu.com/products/xb0114,https://img.myshopline.com/image/store/1726464192427/xbqt0009.jpg?w=1000&h=1000
テーブル,Woody Prime Cherry 電動昇降式ウッドワークデスク【組立サービス付】,166890,★デュアルモーターで高さ72〜118cmを昇降\n★天板下の埋め込み引き出しで手元が整う\n★組立サービス付で届いた日から即ワーク開始,xbzl0114,チェリー材 · あり · [A]幅120cmテーブル・幅120×奥行75×高さ72-118,https://caguuu.com/products/xb0019?sku=18068217658049390688644095,https://img.myshopline.com/image/store/1726464192427/xbzl0114.jpg?w=1000&h=1000
テーブル,昇降式ミニスクエアテーブル,22490,★スリム幅で壁際に収まりやすい設計\n★縦収納で床面積を有効活用\n★書斎や寝室の整理棚として便利,lnjj2502043001,ブラウン · 幅40×奥行30×高さ44-68,https://caguuu.com/products/lnjj2502043,https://img.myshopline.com/image/store/1726464192427/lnjj2502043001-sku.jpg?w=1000&h=1000
チェア,プラスチックラウンドスツール,6290,★シンクロロッキングで背中の動きに自然追従\n★高反発座面＋ランバーで腰負担を軽減\n★在宅〜オフィスまで万能なメッシュデザイン,uf002501035001,アイボリー · 幅31.8×奥行31.8×高さ40,https://caguuu.com/products/uf002501035,https://img.myshopline.com/image/store/1726464192427/uf002501035001-sku-7.jpeg?w=1000&h=1000
チェア,プラスチックラウンドスツール,6290,★シンクロロッキングで背中の動きに自然追従\n★高反発座面＋ランバーで腰負担を軽減\n★在宅〜オフィスまで万能なメッシュデザイン,uf002501035002,グリーン · 幅31.8×奥行31.8×高さ40,https://caguuu.com/products/uf002501035?sku=18068691183851890318334095,https://img.myshopline.com/image/store/1726464192427/uf002501035002-sku-7.jpeg?w=1000&h=1000
チェア,プラスチックラウンドスツール,6290,★シンクロロッキングで背中の動きに自然追従\n★高反発座面＋ランバーで腰負担を軽減\n★在宅〜オフィスまで万能なメッシュデザイン,uf002501035003,イエロー · 幅31.8×奥行31.8×高さ40,https://caguuu.com/products/uf002501035?sku=18068691183851890318394095,https://img.myshopline.com/image/store/1726464192427/uf002501035003-sku-7.jpeg?w=1000&h=1000
収納,Woody Prime Walnut ウォールナット材 天然木キャスター付きサイドワゴン,46190,★キャスター付きで掃除や移動がスムーズ\n★ウォールナット材の収納ワゴンで高級感\n★ソファ横やデスク横の定位置収納に便利,xx002412015001,ウォールナット材 · 幅63×奥行40×高さ56,https://caguuu.com/products/xx002412015,https://img.myshopline.com/image/store/1726464192427/xx002412015001.jpg?w=1000&h=1000
ソファ,ウッドフレーム本革クッションソファ【カスタマイズ可】,304290,★カバー取り外し可で洗えて清潔をキープ\n★モジュール式で間取りに合わせて組替可能\n★高密度ウレタン×木枠で座り心地が安定,xbsf0031,ダークグリーン · [B]2人掛け・幅180×奥行97×高さ79,https://caguuu.com/products/xb0104?sku=18068217680185752791804095,https://img.myshopline.com/image/store/1726464192427/xbsf0031-2.jpg?w=1000&h=1000
収納,MonoLucent アクリル収納キャビネット,35890,★アクリル素材で水拭きできてお手入れ簡単\n★カラーとサイズ展開で空間に合わせて選べる\n★洗面所やリビングの見せる収納に最適,zwj02502001015,ブルー · [C]4段・幅40×奥行25×高さ152,https://caguuu.com/products/zwj02502001?sku=18069313675965547237634095,https://img.myshopline.com/image/store/1726464192427/zwj02502001015.jpg?w=1000&h=1000
収納,Woody Selectスリットデザインサイドチェスト,76190,★2段構造で小物を上下に分けて収納\n★天然木天板×スチール脚の異素材ミックス\n★省スペースでも使いやすいサイドテーブル,inhs2501011001,ベージュ · 幅38×奥行45×高さ59,https://caguuu.com/products/inhs2501011,https://img.myshopline.com/image/store/1726464192427/inhs2501011001.jpg?w=1000&h=1000
