category,product_name,price,sales_point,product_code,variation_text,ec_url,image_url
チェア,Woody AuraVフィットベンチ,49990,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,fy002501050001,ブラック · [A]幅135×奥行32.5×高さ45,https://caguuu.com/products/fy002501050,https://img.myshopline.com/image/store/1726464192427/fy002501050001.jpg?w=800&h=800
テーブル,Woody Auraブラックスクエアダイニングテーブル,102790,★傷や汚れに強く、お手入れが簡単な耐久性のある天板\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,fy002501062002,ブラック · [B]幅160×奥行80×高さ74.4,https://caguuu.com/products/fy002501062,https://img.myshopline.com/image/store/1726464192427/fy002501062002.jpg?w=1000&h=1000
テーブル,Woody Aura焚き火型木製サイドテーブル,18790,★傷や汚れに強く、お手入れが簡単な耐久性のある天板\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,fy002501088001,ブラック · 幅33×奥行33×高さ45,https://caguuu.com/products/fy002501088,https://img.myshopline.com/image/store/1726464192427/fy002501088001-sku-19.jpeg?w=1000&h=1000
その他,Rose 高級ニュージーランド産ウールラグ,40390,★シンプルでどんなお部屋にも馴染む、洗練されたデザイン\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,kenz2501055001,ベージュ · ラウンド · [A]幅160×奥行160×高さ1.1,https://caguuu.com/products/kenz2501055,https://img.myshopline.com/image/store/1726464192427/kenz2501055001.jpg?w=1000&h=1000
その他,Opera 高級ニュージーランド産ウールラグ,40590,★シンプルでどんなお部屋にも馴染む、洗練されたデザイン\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,kenz2501057009,ベージュ · 長方形 · [G]幅200×奥行140×厚さ1.1,https://caguuu.com/products/kenz2501057,https://img.myshopline.com/image/store/1726464192427/kenz2501057009.jpg?w=1000&h=1000
その他,Charm 高級ニュージーランド産ウールラグ,40590,★シンプルでどんなお部屋にも馴染む、洗練されたデザイン\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,kenz2501067009,ベージュ/ブラック · [G]幅200×奥行140×厚さ1.1,https://caguuu.com/products/kenz2501067,https://img.myshopline.com/image/store/1726464192427/kenz2501067009.jpg?w=1000&h=1000
その他,a'Wish 高級ニュージーランド産ウールラグ,40590,★シンプルでどんなお部屋にも馴染む、洗練されたデザイン\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,kenzdt0094,ベージュ/ライトブラウン · [B]幅200×奥行140×高さ1,https://caguuu.com/products/kenz0007,https://img.myshopline.com/image/store/1726464192427/kenzdt0086-type-01.jpeg?w=1000&h=1000
テーブル,回転天板収納ローテーブル,122490,★傷や汚れに強く、お手入れが簡単な耐久性のある天板\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,lnjj2502020001,ホワイト/ブラウン · 幅140×奥行62×高さ35,https://caguuu.com/products/lnjj2502020,https://img.myshopline.com/image/store/1726464192427/lnjj2502020001.jpg?w=1000&h=1000
収納,スパイラルフックコートラック,37290,★収納力抜群で、お部屋をすっきりと整理整頓できる機能性\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,lnjj2502040001,ブラウン · 幅40×奥行40×高さ179,https://caguuu.com/products/lnjj2502040,https://img.myshopline.com/image/store/1726464192427/lnjj2502040001.jpg?w=800&h=800
テーブル,ツゲ材 リブラウッドテーブル,51090,★傷や汚れに強く、お手入れが簡単な耐久性のある天板\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,lzgy2501014001,ブラウン · 幅110×奥行60×高さ61,https://caguuu.com/products/lzgy2501014,https://img.myshopline.com/image/store/1726464192427/lzgy2501014001-sku.jpeg?w=1000&h=1000
チェア,AXISU アクシスレザーリュクスオフィスチェア,204890,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★高級感あふれるレザー素材で、上質な空間を演出\n★ライフスタイルに合わせて選べる豊富なバリエーション,mj002505001001,ブラック · 幅68×奥行73×高さ106-137,https://caguuu.com/products/mj002505001,https://img.myshopline.com/image/store/1726464192427/mj002505001001-sku-2.jpeg?w=1000&h=1000
チェア,AXISU アクシスレザーリュクスオフィスチェア,132290,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★高級感あふれるレザー素材で、上質な空間を演出\n★ライフスタイルに合わせて選べる豊富なバリエーション,mj002505001002,グレー · 幅68×奥行73×高さ106-137,https://caguuu.com/products/mj002505001,https://img.myshopline.com/image/store/1726464192427/mj002505001002-sku-2.jpeg?w=1000&h=1000
チェア,AXISU アクシスエルゴコアオフィスチェア,66290,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,mj002505002001,グレー · 幅76×奥行50×高さ105-137,https://caguuu.com/products/mj002505002?sku=18070213306786469232604095,https://img.myshopline.com/image/store/1726464192427/mj002505002001-sku-7.jpeg?w=1000&h=1000
チェア,【予約販売】AXISU アクシスエルゴライトオフィスチェア,30090,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,mj002505003001,ブラック · 幅64×奥行66×高さ117-126,https://caguuu.com/products/mj002505003,https://img.myshopline.com/image/store/1726464192427/mj002505003001-sku-7.jpeg?w=1000&h=1000
チェア,AXISU アクシスエアリーオフィスチェア,30290,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,mj00251105001004,ベージュ · Pro · 幅66x奧行70x高さ117,https://caguuu.com/products/mj00251105001?sku=18072605188988724036514095,https://img.myshopline.com/image/store/1726464192427/mj00251105001004.jpg?w=1000&h=1000
チェア,ホワイトオーク材シンプルモダンダイニングチェア,48590,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★木目の美しさを活かした、温かみのある天然木を使用\n★ライフスタイルに合わせて選べる豊富なバリエーション,ms002502026002,ブラウン · 幅50×奥行51×高さ79,https://caguuu.com/products/ms002502026,https://img.myshopline.com/image/store/1726464192427/ms002502026002-sku.jpeg?w=1000&h=1000
テーブル,Woody Prime Boxツゲ材 セラミック円形ダイニングテーブル,82990,★傷や汚れに強く、お手入れが簡単な耐久性のある天板\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,muu02411112001,ツゲ材 · [A]幅95×奥行95×高さ75,https://caguuu.com/products/muu02411112,https://img.myshopline.com/image/store/1726464192427/muu02411112001.jpg?w=1000&h=1000
チェア,Woody Prime Boxヴィンテージ木製リビングチェア,63690,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,muu02411155001,幅69.3×奥行79×高さ76.6,https://caguuu.com/products/muu02411155,https://img.myshopline.com/image/store/1726464192427/muu02411155001-0.jpg?w=1000&h=1000
収納,Woody Prime Boxツゲ材 収納機能付きスタンドミラー,65290,★収納力抜群で、お部屋をすっきりと整理整頓できる機能性\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,muu02411166001,ツゲ材 · 幅50×奥行31.5×高さ165,https://caguuu.com/products/muu02411166,https://img.myshopline.com/image/store/1726464192427/muu02411166001.jpg?w=1000&h=1000
テーブル,トラバーチンダイニングテーブル,23890,★傷や汚れに強く、お手入れが簡単な耐久性のある天板\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,mzl02410007004,チェア · ホワイト/ブラウン · [D]幅52×奥行43×高さ90,https://caguuu.com/products/mzl02410007?sku=18067820914404342342884095,https://img.myshopline.com/image/store/1726464192427/mzl02410007004-type-04.jpg?w=1000&h=1000
収納,マグネット対応ファイルキャビネット,14790,★収納力抜群で、お部屋をすっきりと整理整頓できる機能性\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,uf002410004001,ブラック · [A]5段タイプ・幅25×奥行33.5×高さ31.5,https://caguuu.com/products/uf002410004,https://img.myshopline.com/image/store/1726464192427/uf002410004001-sku-7.jpeg?w=1000&h=1000
収納,回転式マガジンラック,23090,★収納力抜群で、お部屋をすっきりと整理整頓できる機能性\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,uf002410006017,タイプA · グリーン · 幅41.5×奥行43×高さ73,https://caguuu.com/products/uf002410006,https://img.myshopline.com/image/store/1726464192427/uf002410006017.jpg?w=1000&h=1000
収納,スリム回転式本棚,40090,★収納力抜群で、お部屋をすっきりと整理整頓できる機能性\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,uf002501021005,シルバー · 幅40×奥行40×高さ174,https://caguuu.com/products/uf002501021,https://img.myshopline.com/image/store/1726464192427/uf002501021005-sku-2.jpeg?w=1000&h=1000
チェア,調整式レザーオフィスチェア,85490,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★高級感あふれるレザー素材で、上質な空間を演出\n★ライフスタイルに合わせて選べる豊富なバリエーション,uf002501025001,[A]本革(接触面のみ) · ブラウン · シルバー · 幅72.5×奥行73×高さ89.5-95.5,https://caguuu.com/products/uf002501025,https://img.myshopline.com/image/store/1726464192427/uf002501025001-sku-2.jpeg?w=1000&h=1000
テーブル,Woody Prime Cherry 天然木トラバーチンダイニングテーブル,117190,★傷や汚れに強く、お手入れが簡単な耐久性のある天板\n★木目の美しさを活かした、温かみのある天然木を使用\n★ライフスタイルに合わせて選べる豊富なバリエーション,xb002501005001,チェリー材 · ベージュ · [A]幅160×奥行85×高さ74.5,https://caguuu.com/products/xb002501005,https://img.myshopline.com/image/store/1726464192427/xb002501005001.jpg?w=1000&h=1000
収納,天然木6マスレトロチェスト,100890,★収納力抜群で、お部屋をすっきりと整理整頓できる機能性\n★木目の美しさを活かした、温かみのある天然木を使用\n★ライフスタイルに合わせて選べる豊富なバリエーション,xb002501017001,チェリー材 · 幅110×奥行40×高さ73,https://caguuu.com/products/xb002501017,https://img.myshopline.com/image/store/1726464192427/xb002501017001.jpg?w=1000&h=1000
ベッド,Woody Prime Cherry ナチュラルモダン木製ベッド,122790,★快適な睡眠をサポートする通気性と体圧分散に優れた設計\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,xbcl0058,チェリー材 · [A]セミダブル・幅132×奥行216×高さ83,https://caguuu.com/products/xb0204,https://img.myshopline.com/image/store/1726464192427/xbcl0058-sku.jpeg?w=1000&h=1000
収納,チェリーウッド九マスチェスト,169490,★収納力抜群で、お部屋をすっきりと整理整頓できる機能性\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,xbgl0020,チェリー材 · 幅160×奥行40×高さ80,https://caguuu.com/products/xb0050,https://img.myshopline.com/image/store/1726464192427/xbgl0020.jpg?w=1000&h=1000
テーブル,チェリーウッドスリムナイトテーブル,24790,★傷や汚れに強く、お手入れが簡単な耐久性のある天板\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,xbgl0023,チェリー材 · 幅25×奥行40×高さ50,https://caguuu.com/products/xb0053,https://img.myshopline.com/image/store/1726464192427/xbgl0023-sku-2.jpeg?w=1000&h=1000
ソファ,ウッドフレーム本革クッションソファ【カスタマイズ可】,304290,★長時間座っても疲れにくい、こだわりのクッション素材を使用\n★高級感あふれるレザー素材で、上質な空間を演出\n★ライフスタイルに合わせて選べる豊富なバリエーション,xbsf0031,ダークグリーン · [B]2人掛け・幅180×奥行97×高さ79,https://caguuu.com/products/xb0104,https://img.myshopline.com/image/store/1726464192427/xbsf0031-2.jpg?w=1000&h=1000
ソファ,ハイバッククッションソファチェア,89990,★長時間座っても疲れにくい、こだわりのクッション素材を使用\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,xbsf0071,グリーン · ベルベット · [A]コンパクトタイプ・幅83×奥行101×高さ91,https://caguuu.com/products/xbsf0066,https://img.myshopline.com/image/store/1726464192427/xbsf0071-sku.jpeg?w=1000&h=1000
ソファ,ウッドフレーム本革クッションソファ【カスタマイズ可】,304290,★長時間座っても疲れにくい、こだわりのクッション素材を使用\n★高級感あふれるレザー素材で、上質な空間を演出\n★ライフスタイルに合わせて選べる豊富なバリエーション,xbsf0196,ブラック · [B]2人掛け・幅180×奥行97×高さ79,https://caguuu.com/products/xb0104,https://img.myshopline.com/image/store/1726464192427/xbsf0196-2.jpg?w=1000&h=1000
ソファ,シンプルロールソファ,124790,★長時間座っても疲れにくい、こだわりのクッション素材を使用\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,xbsf0288,ホワイト · [B]2人掛け・幅150×奥行100×高さ80,https://caguuu.com/products/xb0176,https://img.myshopline.com/image/store/1726464192427/xbsf0288-2.jpg?w=1000&h=1000
ソファ,コーデュロイカウチソファ【カスタマイズ可】,72690,★長時間座っても疲れにくい、こだわりのクッション素材を使用\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,xbsf0366,ベージュ · [A]1人掛け・幅100×奥行100×高さ68,https://caguuu.com/products/xb0185,https://img.myshopline.com/image/store/1726464192427/xbsf0366-sku-.jpg?w=1000&h=1000
チェア,格子調ウッドダイニングチェア,32890,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,xbyl0018,チェリー材 · 幅43×奥行48×高さ87,https://caguuu.com/products/xb0131,https://img.myshopline.com/image/store/1726464192427/xbyl0035-sku-2.jpeg?w=1000&h=1000
収納,ツゲ材 超スリム玄関キャビネット,52690,★収納力抜群で、お部屋をすっきりと整理整頓できる機能性\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,xw002501034002,ツゲ材 · [A]シューズラック単品・幅80×奥行16×高さ121,https://caguuu.com/products/xw002501034,https://img.myshopline.com/image/store/1726464192427/bm002412024002.jpg?w=800&h=800
収納,シンプルフレームブナ材ハンガーラック,53890,★収納力抜群で、お部屋をすっきりと整理整頓できる機能性\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,yb002502020001,ブラウン · 幅65×奥行39×高さ170,https://caguuu.com/products/yb002502020,https://img.myshopline.com/image/store/1726464192427/yb002502020001-sku.jpeg?w=1000&h=1000
その他,Kraft Paper クラフト紙サークルカウンター,27390,★シンプルでどんなお部屋にも馴染む、洗練されたデザイン\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,sbz02501026002,グレー · 幅125×奥行43.5×高さ108,https://caguuu.com/products/sbz02501026?sku=18068908709388345718854095,https://img.myshopline.com/image/store/1726464192427/sbz02501026002-sku-10.jpeg?w=1000&h=1000
チェア,Kraft Paper アコーディオン型 クラフト紙ロングスツール,18290,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,sbzyl0081,ホワイト · ハイタイプ・高さ44 · [D]三人掛け・幅150×奥行31,https://caguuu.com/products/sbz0009?sku=18072783863557293432544095,https://img.myshopline.com/image/store/1726464192427/sbzyl0081-9.jpg?w=1000&h=1000
チェア,Kraft Paper アコーディオン型 クラフト紙ロングスツール,30990,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,sbzyl0076,ブラウン · ハイタイプ・高さ44 · ハイタイプ・高さ44 · [E]六人掛け・幅300×奥行31,https://caguuu.com/products/sbz0009?sku=18072783863557293432304095,https://img.myshopline.com/image/store/1726464192427/sbzyl0076-9.jpg?w=1000&h=1000
チェア,Kraft Paper 折りたたみ クラフト紙ラウンドスツール,9190,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,sbzyl0060,レッド · 通常 · [Dノーマル・]幅40×奥行40×高さ52 · [D幅40×奥行40×高さ52,https://caguuu.com/products/sbz0007?sku=18072783729820735982624095,https://img.myshopline.com/image/store/1726464192427/sbzyl0060-sku.jpg?w=1000&h=1000
チェア,Kraft Paper 折りたたみ クラフト紙ラウンドスツール,8290,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,sbzyl0055,ホワイト · 通常 · [C]ノーマル・幅36×奥行36×高さ44 · [C]幅36×奥行36×高さ44,https://caguuu.com/products/sbz0007?sku=18072783729820568210224095,https://img.myshopline.com/image/store/1726464192427/sbzyl0063-sku.jpg?w=1000&h=1000
チェア,Kraft Paper 折りたたみ クラフト紙ラウンドスツール,6790,★人間工学に基づいた設計で、体にフィットする快適な座り心地\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,sbzyl0054,ブラック · 通常 · [B]ノーマル・幅32×奥行32×高さ37 · [B]幅32×奥行32×高さ37,https://caguuu.com/products/sbz0007?sku=18072783729820735982764095,https://img.myshopline.com/image/store/1726464192427/sbzyl0054-sku.jpg?w=1000&h=1000
その他,Kraft Paper クラフト紙座布団,12990,★シンプルでどんなお部屋にも馴染む、洗練されたデザイン\n★細部までこだわった丁寧な仕上げで、長くご愛用いただけます\n★ライフスタイルに合わせて選べる豊富なバリエーション,sbz02501021003,ベージュ · ラビットボア · 幅58×奥行58×高さ21,https://caguuu.com/products/sbz02501021?sku=18068837354846497060434095,https://img.myshopline.com/image/store/1726464192427/sbz02501021003-sku-1.jpeg?w=1080&h=1080
